loan_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,verification_status,loan_status,delinq_2yrs,pub_rec
12000, 36 months,11.7,396.92,B,MORTGAGE,2.00E+05,Source Verified,Fully Paid,0,0
8000, 36 months,15.2,278.39,C,RENT,67200,Source Verified,Fully Paid,0,0
14400, 60 months,12.6,325.37,B,MORTGAGE,88000,Not Verified,Fully Paid,0,0
12500, 60 months,16.7,309.12,D,MORTGAGE,42000,Source Verified,Charged Off,0,1
5300, 36 months,7.51,164.89,A,MORTGAGE,65304,Not Verified,Fully Paid,2,0
15000, 36 months,6.03,456.54,A,MORTGAGE,85000,Verified,Fully Paid,0,0
12000, 36 months,7.51,373.33,A,RENT,41830.08,Source Verified,Charged Off,0,0
20000, 60 months,20.8,539.84,F,MORTGAGE,98000,Verified,Fully Paid,2,0
35000, 36 months,12.6,1174.07,B,MORTGAGE,139000,Verified,Fully Paid,0,0
5600, 36 months,15.9,196.77,C,RENT,40000,Source Verified,Charged Off,0,0
35000, 36 months,7.9,1095.16,A,MORTGAGE,102000,Source Verified,Fully Paid,0,0
4000, 36 months,14.2,137.24,C,RENT,36000,Source Verified,Charged Off,0,0
35000, 36 months,18.2,1269.73,D,RENT,125000,Verified,Fully Paid,0,0
7000, 36 months,7.9,219.04,A,MORTGAGE,84000,Source Verified,Fully Paid,0,0
2600, 36 months,8.9,82.56,A,MORTGAGE,175000,Source Verified,Fully Paid,0,0
12000, 36 months,6.03,365.23,A,MORTGAGE,31303,Not Verified,Fully Paid,0,0
14000, 36 months,6.03,426.1,A,MORTGAGE,47580,Verified,Fully Paid,0,0
19850, 60 months,18.2,506.77,D,RENT,65000,Verified,Fully Paid,0,0
9000, 36 months,10.6,293.16,B,RENT,44640,Not Verified,Fully Paid,0,0
4500, 36 months,12.6,150.96,B,OWN,78000,Not Verified,Fully Paid,0,0
12700, 60 months,7.9,256.91,A,MORTGAGE,70000,Not Verified,Fully Paid,0,0
2000, 36 months,14.6,68.99,C,RENT,31200,Not Verified,Fully Paid,1,1
7200, 36 months,17.5,258.79,D,MORTGAGE,65000,Not Verified,Fully Paid,3,0
15000, 36 months,12.6,503.18,B,MORTGAGE,95000,Not Verified,Fully Paid,0,0
15000, 36 months,13.4,508.96,C,MORTGAGE,88140,Not Verified,Fully Paid,1,0
12800, 36 months,10.6,416.94,B,MORTGAGE,52000,Not Verified,Fully Paid,0,0
3000, 36 months,6.62,92.12,A,RENT,42000,Not Verified,Fully Paid,0,0
1200, 36 months,11.7,39.7,B,RENT,58700,Source Verified,Fully Paid,0,0
3825, 36 months,11.7,126.52,B,MORTGAGE,26000,Not Verified,Fully Paid,0,0
7000, 36 months,14.6,241.46,C,RENT,60000,Not Verified,Fully Paid,1,0
19500, 36 months,7.9,610.16,A,MORTGAGE,70000,Source Verified,Fully Paid,0,0
1500, 60 months,13.4,34.51,C,MORTGAGE,48000,Not Verified,Charged Off,0,0
7200, 36 months,6.03,219.14,A,MORTGAGE,114000,Not Verified,Fully Paid,0,0
5600, 60 months,15.2,134.02,C,OWN,100800,Source Verified,Fully Paid,0,0
25000, 36 months,13.4,848.27,C,RENT,60000,Verified,Fully Paid,0,0
35000, 60 months,20.8,944.71,F,MORTGAGE,150000,Source Verified,Fully Paid,1,0
14000, 60 months,16.7,346.21,D,MORTGAGE,65000,Not Verified,Charged Off,0,0
11000, 36 months,14.2,377.4,C,MORTGAGE,85000,Verified,Fully Paid,0,0
27400, 60 months,17.2,684.95,D,MORTGAGE,143500,Source Verified,Charged Off,0,0
8875, 36 months,16.2,313.3,D,RENT,32400,Not Verified,Fully Paid,0,0
7000, 60 months,18.2,178.71,D,RENT,20004,Not Verified,Charged Off,0,0
5000, 36 months,7.9,156.46,A,OWN,66000,Not Verified,Fully Paid,0,0
15000, 36 months,6.03,456.54,A,MORTGAGE,90000,Source Verified,Fully Paid,0,0
21725, 60 months,13.4,499.78,C,MORTGAGE,69200,Verified,Fully Paid,0,0
23675, 60 months,20.3,631.21,E,MORTGAGE,96000,Verified,Fully Paid,0,0
13600, 60 months,12.4,305.42,B,MORTGAGE,85000,Not Verified,Fully Paid,0,0
8500, 36 months,13.4,288.41,C,RENT,30000,Not Verified,Fully Paid,1,0
20000, 60 months,13.4,460.1,C,MORTGAGE,53000,Verified,Charged Off,0,1
15000, 60 months,18.6,386.15,E,RENT,66000,Source Verified,Fully Paid,0,0
9400, 60 months,19.4,246.02,E,MORTGAGE,144000,Source Verified,Fully Paid,1,0
2300, 36 months,17.5,82.67,D,RENT,78000,Not Verified,Fully Paid,1,0
3600, 36 months,17.2,128.84,D,MORTGAGE,23000,Not Verified,Charged Off,0,0
15000, 60 months,8.9,310.65,A,RENT,64000,Verified,Fully Paid,0,0
20000, 60 months,14.6,472.14,C,MORTGAGE,55000,Source Verified,Fully Paid,0,0
5000, 36 months,9.91,161.13,B,MORTGAGE,120000,Source Verified,Fully Paid,0,0
17000, 60 months,10.6,366.67,B,MORTGAGE,82882,Source Verified,Fully Paid,0,0
14300, 60 months,7.9,289.27,A,MORTGAGE,38400,Not Verified,Fully Paid,0,0
15000, 60 months,12.6,338.93,B,MORTGAGE,33804,Verified,Fully Paid,0,0
20000, 60 months,10.6,431.37,B,MORTGAGE,1.00E+05,Verified,Fully Paid,0,0
21000, 36 months,10.6,684.04,B,RENT,117000,Verified,Fully Paid,0,0
4800, 60 months,19.9,126.94,E,OWN,41000,Verified,Fully Paid,0,0
14400, 36 months,14.2,494.05,C,RENT,78000,Source Verified,Fully Paid,0,0
7200, 36 months,12.4,240.59,B,MORTGAGE,46700,Source Verified,Fully Paid,0,0
15000, 60 months,12.6,338.93,B,MORTGAGE,44500,Not Verified,Fully Paid,0,0
4800, 36 months,7.9,150.2,A,RENT,47664,Not Verified,Fully Paid,0,0
15350, 60 months,13.4,353.13,C,MORTGAGE,38400,Verified,Charged Off,0,0
6500, 36 months,12.6,218.05,B,RENT,28800,Source Verified,Fully Paid,0,0
6000, 36 months,7.9,187.75,A,OWN,52000,Source Verified,Fully Paid,0,0
2800, 36 months,10.6,91.21,B,RENT,15600,Source Verified,Fully Paid,0,1
12000, 36 months,7.51,373.33,A,RENT,120000,Source Verified,Fully Paid,0,0
12000, 36 months,6.62,368.45,A,MORTGAGE,50000,Source Verified,Fully Paid,0,0
19425, 60 months,12.4,436.24,B,MORTGAGE,38702.78,Verified,Charged Off,0,0
21000, 36 months,12.6,704.45,B,MORTGAGE,2.00E+05,Source Verified,Fully Paid,0,1
6900, 36 months,10.6,224.76,B,MORTGAGE,120000,Not Verified,Fully Paid,0,0
15000, 36 months,12.4,501.23,B,RENT,55000,Not Verified,Fully Paid,0,0
4500, 36 months,12.6,150.96,B,RENT,60000,Not Verified,Fully Paid,0,0
32000, 60 months,19.9,846.21,E,RENT,112000,Verified,Fully Paid,0,0
9000, 36 months,12.6,301.91,B,RENT,33000,Verified,Fully Paid,0,1
9825, 36 months,7.9,307.43,A,OWN,50000,Verified,Fully Paid,0,0
10625, 36 months,12.4,355.04,B,MORTGAGE,57600,Not Verified,Fully Paid,0,1
12000, 60 months,15.2,287.19,C,RENT,25000,Verified,Fully Paid,0,0
35000, 36 months,8.9,1111.37,A,RENT,83000,Verified,Fully Paid,0,0
35000, 60 months,17.5,880.8,D,RENT,65000,Verified,Fully Paid,0,0
7000, 36 months,6.62,214.93,A,MORTGAGE,54000,Not Verified,Charged Off,0,0
8000, 36 months,12.6,268.36,B,RENT,42000,Source Verified,Fully Paid,1,0
16200, 60 months,14.6,382.43,C,RENT,55000,Verified,Fully Paid,0,0
16000, 60 months,12.6,361.52,B,MORTGAGE,30000,Source Verified,Fully Paid,0,0
3000, 36 months,6.62,92.12,A,MORTGAGE,80000,Not Verified,Fully Paid,0,0
4000, 36 months,12.6,134.18,B,RENT,19200,Source Verified,Fully Paid,0,0
14400, 60 months,19.4,376.88,E,MORTGAGE,68800,Not Verified,Fully Paid,1,0
12000, 36 months,7.9,375.49,A,RENT,39900,Verified,Fully Paid,0,0
12000, 60 months,19,311.49,E,RENT,39600,Not Verified,Fully Paid,1,0
30000, 60 months,20.8,809.75,F,MORTGAGE,70000,Verified,Fully Paid,1,0
14000, 60 months,12.4,314.41,B,RENT,78000,Not Verified,Fully Paid,0,0
18000, 60 months,20.3,479.9,E,RENT,98900,Source Verified,Fully Paid,0,0
5000, 36 months,7.9,156.46,A,RENT,27096,Not Verified,Charged Off,0,0
15000, 36 months,6.03,456.54,A,MORTGAGE,62000,Source Verified,Fully Paid,0,0
3000, 36 months,9.91,96.68,B,MORTGAGE,39996,Not Verified,Fully Paid,0,1
14000, 60 months,15.9,340.16,C,MORTGAGE,70000,Source Verified,Fully Paid,0,0
3000, 36 months,13.4,101.8,C,RENT,40000,Not Verified,Fully Paid,0,0
35000, 60 months,11.7,773.44,B,MORTGAGE,75000,Verified,Fully Paid,0,0
30000, 60 months,14.6,708.2,C,MORTGAGE,66936,Verified,Fully Paid,0,0
10000, 36 months,13.4,339.31,C,MORTGAGE,50000,Source Verified,Fully Paid,0,0
10000, 36 months,10.6,325.74,B,RENT,64125,Source Verified,Fully Paid,0,0
11100, 60 months,8.9,229.88,A,MORTGAGE,85356,Source Verified,Fully Paid,0,0
2600, 36 months,11.7,86,B,MORTGAGE,77000,Not Verified,Fully Paid,0,0
21000, 36 months,11.7,694.6,B,RENT,285000,Verified,Fully Paid,0,0
2200, 60 months,12.6,49.71,B,RENT,32004,Source Verified,Fully Paid,0,0
15000, 36 months,19,550.07,E,RENT,183000,Verified,Fully Paid,0,0
3800, 36 months,18.6,138.61,E,MORTGAGE,30000,Not Verified,Fully Paid,0,0
3000, 36 months,7.51,93.34,A,RENT,49000,Not Verified,Fully Paid,0,0
30000, 36 months,10.6,977.2,B,RENT,75000,Verified,Fully Paid,0,0
35000, 36 months,7.9,1095.16,A,MORTGAGE,240000,Verified,Fully Paid,0,0
10400, 60 months,19,269.96,E,RENT,27600,Verified,Charged Off,1,1
30000, 60 months,22.1,830.45,G,MORTGAGE,725000,Verified,Fully Paid,0,0
16000, 36 months,13.4,542.89,C,MORTGAGE,49578,Not Verified,Fully Paid,0,0
7500, 36 months,7.51,233.34,A,MORTGAGE,40000,Not Verified,Fully Paid,0,0
10200, 36 months,12.4,340.84,B,MORTGAGE,126000,Verified,Fully Paid,0,0
4000, 36 months,12.6,134.18,B,MORTGAGE,43500,Not Verified,Fully Paid,0,0
17000, 36 months,6.62,521.97,A,OWN,44004,Verified,Fully Paid,0,0
30000, 60 months,18.6,772.29,E,MORTGAGE,68000,Verified,Fully Paid,1,0
11000, 36 months,11.7,363.84,B,MORTGAGE,29232,Source Verified,Charged Off,0,0
10000, 36 months,6.03,304.36,A,MORTGAGE,50000,Not Verified,Fully Paid,0,0
12000, 60 months,17.2,299.98,D,MORTGAGE,51300,Source Verified,Charged Off,0,0
12000, 36 months,6.03,365.23,A,MORTGAGE,41000,Source Verified,Fully Paid,0,0
4000, 36 months,6.62,122.82,A,RENT,50000,Source Verified,Fully Paid,0,0
35000, 60 months,22.7,981.45,G,RENT,125000,Source Verified,Fully Paid,1,0
5200, 36 months,12.4,173.76,B,OWN,21600,Not Verified,Fully Paid,0,0
11650, 36 months,6.62,357.7,A,MORTGAGE,1.00E+05,Not Verified,Fully Paid,0,0
9250, 36 months,7.9,289.44,A,MORTGAGE,92700,Verified,Fully Paid,0,0
12000, 60 months,17.2,299.98,D,MORTGAGE,90000,Not Verified,Fully Paid,0,0
12000, 60 months,20.3,319.94,E,MORTGAGE,245000,Source Verified,Fully Paid,0,0
24000, 60 months,20.8,647.8,F,MORTGAGE,115000,Source Verified,Charged Off,1,1
3600, 36 months,15.2,125.28,C,RENT,74400,Not Verified,Fully Paid,0,0
16000, 60 months,17.5,402.65,D,MORTGAGE,45336,Verified,Fully Paid,0,0
10375, 36 months,8.9,329.44,A,MORTGAGE,30000,Verified,Fully Paid,0,0
2000, 36 months,12.4,66.84,B,OWN,16200,Verified,Fully Paid,0,0
18875, 60 months,19.4,494.01,E,MORTGAGE,53700,Verified,Fully Paid,0,0
6400, 36 months,6.03,194.79,A,MORTGAGE,55000,Not Verified,Fully Paid,0,0
16000, 36 months,17.2,572.6,D,RENT,96000,Source Verified,Fully Paid,0,0
11600, 60 months,16.7,286.86,D,RENT,69000,Source Verified,Fully Paid,0,0
7500, 36 months,6.62,230.28,A,MORTGAGE,48000,Not Verified,Fully Paid,0,0
11000, 36 months,10.6,358.31,B,MORTGAGE,30000,Not Verified,Fully Paid,0,1
7200, 36 months,12.6,241.53,B,RENT,48000,Not Verified,Fully Paid,0,0
6000, 36 months,15.9,210.83,C,OWN,44000,Not Verified,Fully Paid,0,1
11000, 36 months,6.62,337.75,A,RENT,53000,Not Verified,Fully Paid,0,0
29175, 60 months,18.2,744.83,D,MORTGAGE,58000,Verified,Fully Paid,0,0
10000, 36 months,18.2,362.78,D,RENT,85000,Source Verified,Fully Paid,0,0
12000, 60 months,9.91,254.44,B,MORTGAGE,70008,Source Verified,Charged Off,0,0
17000, 60 months,7.9,343.89,A,MORTGAGE,41640,Source Verified,Fully Paid,1,0
3950, 36 months,10.6,128.67,B,MORTGAGE,60000,Not Verified,Fully Paid,0,0
35000, 60 months,20.8,944.71,F,MORTGAGE,158000,Verified,Charged Off,1,0
8000, 36 months,7.51,248.89,A,OWN,24000,Not Verified,Fully Paid,0,0
4500, 36 months,9.91,145.02,B,RENT,52000,Not Verified,Fully Paid,0,0
30000, 60 months,19,778.72,E,MORTGAGE,60000,Verified,Fully Paid,0,0
14000, 60 months,15.9,340.16,C,RENT,60000,Source Verified,Charged Off,0,0
18000, 60 months,11.7,397.77,B,MORTGAGE,80000,Source Verified,Fully Paid,0,0
6950, 60 months,13.4,159.89,C,MORTGAGE,24780,Verified,Fully Paid,1,0
18000, 36 months,9.91,580.05,B,OWN,51000,Source Verified,Fully Paid,0,0
12000, 60 months,15.9,291.57,C,RENT,31200,Verified,Charged Off,0,0
15000, 60 months,18.2,382.95,D,MORTGAGE,135000,Source Verified,Fully Paid,0,0
2000, 36 months,11.7,66.16,B,RENT,34800,Source Verified,Fully Paid,0,0
4000, 36 months,7.51,124.45,A,OWN,57600,Not Verified,Fully Paid,0,0
2000, 36 months,16.2,70.61,D,RENT,108000,Not Verified,Fully Paid,0,0
10500, 36 months,6.62,322.39,A,MORTGAGE,58239.96,Not Verified,Fully Paid,0,0
2050, 36 months,15.9,72.04,C,MORTGAGE,35380,Verified,Fully Paid,0,0
7500, 36 months,17.5,269.57,D,OWN,66000,Source Verified,Fully Paid,0,0
8400, 36 months,7.51,261.34,A,MORTGAGE,27600,Verified,Fully Paid,0,0
7200, 36 months,10.6,234.53,B,MORTGAGE,51600,Verified,Fully Paid,1,0
6800, 36 months,6.03,206.97,A,RENT,124000,Not Verified,Fully Paid,0,0
12500, 36 months,6.03,380.45,A,MORTGAGE,53000,Not Verified,Fully Paid,0,0
5000, 36 months,14.2,171.55,C,RENT,30000,Source Verified,Fully Paid,0,0
2600, 36 months,7.9,81.36,A,MORTGAGE,43000,Not Verified,Charged Off,1,0
5000, 60 months,20.8,134.96,F,MORTGAGE,74000,Not Verified,Fully Paid,0,0
15000, 36 months,6.03,456.54,A,MORTGAGE,75000,Source Verified,Fully Paid,0,0
6000, 60 months,15.9,145.79,C,RENT,39500,Source Verified,Fully Paid,0,0
19950, 60 months,10.6,430.29,B,RENT,65000,Verified,Fully Paid,0,0
30000, 60 months,20.8,809.75,F,MORTGAGE,215004,Verified,Fully Paid,0,0
2000, 36 months,14.6,68.99,C,RENT,42000,Source Verified,Fully Paid,0,0
12750, 60 months,17.2,318.73,D,MORTGAGE,70000,Not Verified,Fully Paid,0,0
6400, 36 months,6.62,196.51,A,RENT,90000,Source Verified,Fully Paid,0,0
5000, 36 months,6.03,152.18,A,MORTGAGE,65000,Not Verified,Charged Off,0,0
18000, 36 months,8.9,571.56,A,RENT,75000,Source Verified,Fully Paid,0,0
20000, 36 months,14.2,686.18,C,MORTGAGE,68808,Verified,Fully Paid,0,0
14000, 60 months,20.3,373.26,E,RENT,44000,Verified,Charged Off,1,0
35000, 60 months,11.7,773.44,B,MORTGAGE,120000,Source Verified,Fully Paid,0,0
7500, 36 months,11.7,248.07,B,MORTGAGE,80000,Not Verified,Fully Paid,0,0
13800, 36 months,8.9,438.2,A,MORTGAGE,48000,Verified,Fully Paid,0,0
10700, 36 months,13.4,363.06,C,RENT,60000,Verified,Charged Off,0,1
10000, 36 months,7.9,312.91,A,RENT,80004,Not Verified,Fully Paid,0,0
20000, 60 months,13.4,460.1,C,OWN,39000,Verified,Fully Paid,0,0
11500, 36 months,6.62,353.1,A,RENT,34100,Verified,Fully Paid,0,0
10000, 36 months,12.4,334.16,B,RENT,60000,Source Verified,Fully Paid,0,0
5000, 36 months,11.7,165.38,B,RENT,21120,Not Verified,Charged Off,0,0
18800, 60 months,12.4,422.2,B,RENT,73000,Verified,Fully Paid,0,0
12000, 60 months,12.6,271.14,B,MORTGAGE,1.00E+05,Not Verified,Fully Paid,0,0
4000, 36 months,15.2,139.2,C,RENT,63700,Not Verified,Charged Off,0,1
20000, 60 months,17.2,499.96,D,OWN,40000,Verified,Charged Off,0,0
15000, 36 months,7.51,466.67,A,MORTGAGE,30000,Verified,Fully Paid,0,0
28000, 60 months,14.6,660.99,C,MORTGAGE,150000,Source Verified,Fully Paid,0,0
10000, 36 months,6.62,307.04,A,MORTGAGE,78000,Source Verified,Fully Paid,0,0
5000, 36 months,7.9,156.46,A,MORTGAGE,60000,Not Verified,Fully Paid,0,1
5000, 36 months,7.51,155.56,A,MORTGAGE,65000,Source Verified,Fully Paid,0,0
12000, 36 months,14.2,411.71,C,MORTGAGE,160000,Verified,Fully Paid,0,0
12600, 60 months,14.2,294.95,C,MORTGAGE,65000,Source Verified,Fully Paid,0,0
35000, 60 months,11.7,773.44,B,MORTGAGE,1.00E+05,Verified,Fully Paid,0,0
7000, 36 months,6.62,214.93,A,RENT,67752,Not Verified,Fully Paid,0,0
7000, 36 months,12.6,234.82,B,RENT,35000,Source Verified,Fully Paid,0,0
8000, 36 months,7.51,248.89,A,MORTGAGE,60000,Not Verified,Fully Paid,0,0
1400, 36 months,22,53.52,F,RENT,22000,Not Verified,Fully Paid,0,0
18000, 60 months,21.2,489.8,F,MORTGAGE,65000,Verified,Fully Paid,0,0
5000, 36 months,12.6,167.73,B,RENT,32000,Source Verified,Charged Off,0,0
24375, 60 months,17.5,613.41,D,MORTGAGE,48000,Verified,Fully Paid,0,1
4000, 36 months,12.6,134.18,B,RENT,34000,Not Verified,Fully Paid,0,0
20000, 60 months,23.9,574.32,G,MORTGAGE,135000,Verified,Fully Paid,2,0
35000, 36 months,8.9,1111.37,A,RENT,156000,Source Verified,Fully Paid,0,0
12600, 60 months,16.7,311.59,D,RENT,97400,Source Verified,Fully Paid,2,0
10000, 60 months,9.91,212.03,B,MORTGAGE,105996,Not Verified,Charged Off,0,0
17000, 60 months,11.7,375.67,B,RENT,35496,Source Verified,Fully Paid,0,0
30000, 60 months,12.4,673.72,B,MORTGAGE,1.00E+05,Verified,Fully Paid,0,0
8000, 36 months,9.91,257.8,B,RENT,39600,Source Verified,Fully Paid,0,0
12000, 36 months,6.03,365.23,A,OWN,24000,Verified,Fully Paid,0,0
2875, 36 months,11.7,95.1,B,RENT,17000,Source Verified,Fully Paid,0,1
14000, 36 months,6.03,426.1,A,RENT,69000,Source Verified,Fully Paid,0,0
4000, 36 months,8.9,127.02,A,MORTGAGE,112000,Source Verified,Fully Paid,0,2
10800, 36 months,16.2,381.25,D,RENT,75000,Source Verified,Charged Off,0,0
2000, 36 months,13.4,67.87,C,RENT,20400,Not Verified,Fully Paid,0,0
6000, 36 months,6.03,182.62,A,RENT,41000,Not Verified,Fully Paid,0,0
24000, 60 months,10.6,517.64,B,MORTGAGE,42000,Source Verified,Charged Off,0,0
14400, 60 months,15.2,344.62,C,MORTGAGE,42000,Not Verified,Fully Paid,0,0
35000, 60 months,19.9,925.54,E,MORTGAGE,69000,Verified,Charged Off,0,0
25875, 60 months,23.1,731.37,G,MORTGAGE,90000,Verified,Fully Paid,0,0
2000, 36 months,7.51,62.23,A,MORTGAGE,132000,Not Verified,Fully Paid,0,0
3000, 36 months,6.03,91.31,A,OWN,64000,Source Verified,Fully Paid,0,0
25000, 60 months,11.7,552.46,B,MORTGAGE,93000,Verified,Fully Paid,0,0
1700, 36 months,7.9,53.2,A,MORTGAGE,32000,Source Verified,Fully Paid,0,0
25450, 60 months,21.6,698.14,F,RENT,50000,Verified,Charged Off,0,0
10000, 36 months,6.03,304.36,A,MORTGAGE,130000,Not Verified,Fully Paid,0,0
12000, 60 months,18.2,306.36,D,MORTGAGE,119000,Not Verified,Fully Paid,1,0
27000, 60 months,14.6,637.38,C,MORTGAGE,50000,Verified,Fully Paid,0,0
6000, 36 months,12.4,200.5,B,RENT,45600,Not Verified,Charged Off,0,0
23000, 60 months,9.91,487.67,B,MORTGAGE,66996,Verified,Fully Paid,0,0
6000, 36 months,12.6,201.27,B,MORTGAGE,47300,Not Verified,Fully Paid,1,0
15000, 60 months,12.6,338.93,B,MORTGAGE,54000,Source Verified,Fully Paid,0,0
12000, 36 months,12.4,400.99,B,OWN,41600,Not Verified,Fully Paid,0,0
8000, 36 months,16.7,284.31,D,OWN,48000,Verified,Fully Paid,0,0
13225, 36 months,16.7,470,D,RENT,40000,Not Verified,Fully Paid,0,0
32875, 60 months,15.9,798.76,C,MORTGAGE,60000,Verified,Fully Paid,0,0
7500, 36 months,16.2,264.76,D,MORTGAGE,35000,Not Verified,Fully Paid,0,0
5000, 36 months,6.62,153.52,A,RENT,90000,Source Verified,Charged Off,0,0
14000, 36 months,10.6,456.03,B,MORTGAGE,72000,Verified,Fully Paid,0,0
30000, 36 months,10.6,977.2,B,MORTGAGE,5.00E+05,Source Verified,Fully Paid,0,0
5000, 36 months,9.91,161.13,B,RENT,25000,Not Verified,Charged Off,0,0
10000, 36 months,13.4,339.31,C,MORTGAGE,70000,Not Verified,Fully Paid,1,0
35000, 36 months,7.9,1095.16,A,MORTGAGE,118400,Verified,Fully Paid,0,0
19400, 60 months,20.8,523.64,F,MORTGAGE,70000,Source Verified,Charged Off,0,0
3600, 60 months,17.2,90,D,OWN,20000,Verified,Charged Off,0,1
30000, 60 months,21.6,822.95,F,RENT,80000,Verified,Fully Paid,1,0
7500, 36 months,6.03,228.27,A,RENT,55000,Source Verified,Fully Paid,0,0
18000, 60 months,12.4,404.24,B,MORTGAGE,79000,Verified,Charged Off,0,0
18975, 60 months,10.6,409.26,B,MORTGAGE,58172,Verified,Fully Paid,0,0
12000, 60 months,17.5,301.99,D,RENT,80000,Source Verified,Fully Paid,4,0
10000, 36 months,17.2,357.88,D,MORTGAGE,3.00E+05,Not Verified,Fully Paid,0,0
12500, 60 months,9.91,265.04,B,MORTGAGE,42000,Source Verified,Fully Paid,0,0
16275, 60 months,12.6,367.73,B,MORTGAGE,50000,Source Verified,Fully Paid,0,0
7000, 36 months,12.6,234.82,B,RENT,65000,Not Verified,Fully Paid,1,0
9200, 36 months,6.03,280.01,A,MORTGAGE,72996,Not Verified,Fully Paid,0,0
30000, 36 months,17.5,1078.27,D,MORTGAGE,2.00E+05,Verified,Fully Paid,0,0
3000, 60 months,10.6,64.71,B,MORTGAGE,25500,Not Verified,Charged Off,0,0
10300, 36 months,16.2,363.6,D,MORTGAGE,26400,Not Verified,Charged Off,0,0
15600, 36 months,12.6,523.3,B,RENT,90000,Source Verified,Fully Paid,0,0
8000, 36 months,12.4,267.33,B,OWN,102000,Verified,Fully Paid,1,0
7200, 36 months,9.91,232.02,B,RENT,60036,Source Verified,Fully Paid,0,0
3000, 36 months,7.51,93.34,A,RENT,67000,Not Verified,Fully Paid,0,0
17450, 36 months,6.62,535.78,A,MORTGAGE,57188,Verified,Fully Paid,0,0
12000, 36 months,6.62,368.45,A,MORTGAGE,85000,Not Verified,Fully Paid,0,0
16000, 36 months,7.9,500.65,A,MORTGAGE,60000,Not Verified,Fully Paid,0,0
10000, 36 months,14.2,343.09,C,RENT,57000,Verified,Fully Paid,0,0
16500, 60 months,14.2,386.24,C,MORTGAGE,47400,Source Verified,Fully Paid,0,0
5000, 36 months,7.9,156.46,A,RENT,54000,Not Verified,Fully Paid,0,0
16000, 36 months,7.51,497.78,A,MORTGAGE,79500,Source Verified,Fully Paid,0,0
7200, 36 months,11.7,238.15,B,MORTGAGE,57000,Not Verified,Fully Paid,0,0
23000, 60 months,11.7,508.26,B,OWN,46000,Verified,Fully Paid,0,0
14000, 60 months,17.2,349.98,D,MORTGAGE,72000,Source Verified,Fully Paid,0,0
20000, 36 months,13.4,678.61,C,MORTGAGE,75000,Verified,Fully Paid,0,0
3450, 36 months,12.6,115.73,B,RENT,14000,Verified,Fully Paid,0,0
9500, 36 months,8.9,301.66,A,RENT,56400,Not Verified,Fully Paid,2,0
25000, 36 months,16.2,882.51,D,MORTGAGE,82000,Verified,Fully Paid,0,0
6000, 36 months,9.91,193.35,B,RENT,50000,Verified,Fully Paid,0,0
10000, 36 months,14.2,343.09,C,MORTGAGE,94000,Source Verified,Fully Paid,0,0
3000, 36 months,7.51,93.34,A,OWN,53000,Not Verified,Fully Paid,0,0
17000, 36 months,10.6,553.75,B,MORTGAGE,72000,Source Verified,Fully Paid,0,0
4800, 36 months,12.4,160.4,B,MORTGAGE,69600,Not Verified,Charged Off,0,0
8000, 36 months,12.6,268.36,B,MORTGAGE,35000,Verified,Fully Paid,0,1
7000, 36 months,6.03,213.05,A,RENT,78300,Verified,Fully Paid,0,0
10000, 36 months,11.7,330.76,B,RENT,93000,Not Verified,Fully Paid,0,0
8000, 36 months,15.9,281.1,C,RENT,70000,Not Verified,Fully Paid,0,0
18000, 60 months,10.6,388.23,B,RENT,83004,Verified,Fully Paid,0,0
5750, 60 months,14.2,134.6,C,MORTGAGE,67000,Verified,Fully Paid,0,0
18000, 36 months,7.9,563.23,A,MORTGAGE,68000,Verified,Fully Paid,0,0
14000, 60 months,7.9,283.2,A,MORTGAGE,70000,Verified,Charged Off,0,0
8875, 36 months,14.2,304.5,C,OWN,30000,Verified,Fully Paid,0,1
7000, 36 months,7.9,219.04,A,MORTGAGE,56400,Source Verified,Fully Paid,0,0
11100, 36 months,6.62,340.82,A,RENT,30000,Not Verified,Fully Paid,0,0
10000, 36 months,6.03,304.36,A,MORTGAGE,165000,Source Verified,Fully Paid,0,0
4000, 36 months,16.2,141.21,D,RENT,43000,Not Verified,Fully Paid,0,1
6000, 36 months,13.4,203.59,C,MORTGAGE,45516,Verified,Fully Paid,0,0
14000, 36 months,6.03,426.1,A,MORTGAGE,40000,Not Verified,Fully Paid,0,0
20000, 60 months,19.4,523.45,E,RENT,41145.6,Verified,Fully Paid,0,0
30000, 60 months,12.4,673.72,B,RENT,50400,Verified,Fully Paid,0,0
1825, 36 months,14.2,62.62,C,MORTGAGE,98000,Not Verified,Fully Paid,0,1
